"Fecha","Fecha banco","Nombre","Tipo","Grupo","Importe","Pagado","No contar","Notas"
"2024-03-21","2024-03-21","Gasolina","Gasolina","Gasto","-61.83","Sí","No",""
"2024-03-21","2024-03-21","Cena","Comida Diaria","Gasto","-6.4","Sí","No",""
"2024-03-21","2024-03-21","Tarjeta regalo Ana","Regalos Hechos","Gasto","-23.94","Sí","No",""
"2024-03-20","2024-03-20","Tren a Madrid","Bus","Gasto","-39.88","Sí","No",""
"2024-03-20","2024-03-20","Taxi a la estación","Bus","Gasto","-7.5","Sí","No",""
"2024-03-20","2024-03-20","Taxis Valencia","Bus","Gasto","-90.15","Sí","No",""
"2024-03-19","2024-03-19","Pepito","Comida Diaria","Gasto","-4","Sí","No",""
"2024-03-19","2024-03-19","Croissants","Comida Diaria","Gasto","-8.4","Sí","No",""
"2024-03-18","2024-03-18","Taxis Valencia","Bus","Gasto","-90.15","Sí","No",""
"2024-03-18","2024-03-18","Libro para padre de Ana","Préstamo Hecho","Gasto","-19.9","Sí","No",""
"2024-03-18","2024-03-18","Comida invitar a Ce y Ja","Comida Fuera","Gasto","-15.85","Sí","No",""
"2024-03-18","2024-03-18","Carcasa GBA","Hobbies","Gasto","-5.73","Sí","No",""
"2024-03-18","2024-03-18","Regalo Papa","Regalos Hechos","Gasto","-10.75","Sí","No",""
"2024-03-15","2024-03-15","Consola R36S","Videojuegos","Gasto","-53","Sí","No",""
"2024-03-15","2024-03-15","2 Burguers","Otros Vida Diaria","Gasto","-60","Sí","No",""
"2024-03-14","2024-03-14","Carrefour","Comida Diaria","Gasto","-8.77","Sí","No",""
"2024-03-14","2024-03-14","Bola para ana","Regalos Hechos","Gasto","-7.5","Sí","No",""
"2024-03-12","2024-03-12","Comida","Comida Diaria","Gasto","-11.07","Sí","No",""
"2024-03-12","2024-03-12","Tarjeta SD","PC","Gasto","-19.99","Sí","No",""
"2024-03-11","2024-03-11","Consola R36S","Videojuegos","Gasto","-49.07","Sí","No",""
"2024-03-09","2024-03-09","Recreativas","Otros Entretenimiento","Gasto","-10","Sí","No",""
"2024-03-09","2024-03-09","Regalo Cecilia","Regalos Hechos","Gasto","-47.95","Sí","No",""
"2024-03-08","2024-03-08","Bola para Ana","Regalos Hechos","Gasto","-6.65","Sí","No",""
"2024-03-07","2024-03-07","Gasolina","Gasolina","Gasto","-60.62","Sí","No",""
"2024-03-06","2024-03-06","KFC","Comida Fuera","Gasto","-28.42","Sí","No",""
"2024-03-05","2024-03-05","Servicio Online","Hobbies","Gasto","-15.48","Sí","No",""
"2024-03-02","2024-03-02","Five Guys, invitación por subida de sueldo","Regalos Hechos","Gasto","-40.7","Sí","No",""
"2024-03-01","2024-03-01","Ahorro","Ahorro","Devolución","350","Sí","No",""
"2024-03-01","2024-03-01","Adelanto Corte Ingles","Otros Casa","Gasto","-350","Sí","No",""
"2024-02-29","2024-02-29","Cosas","Comida Diaria","Gasto","-2.75","Sí","No",""
"2024-02-29","2024-02-29","Ahorro Febrero","Ahorro","Gasto","-250","Sí","No",""
"2024-02-29","2024-02-29","Cosas","Comida Diaria","Gasto","-6.44","Sí","No",""
"2024-02-29","2024-02-29","Nómina Febrero","Salario","Ingreso","1664.71","Sí","No",""
"2024-02-29","2024-02-29","Compartido + Devolución doble (69.87 Comida+pantalón Costco)","Otros Vida Diaria","Gasto","-719.87","Sí","No",""
"2024-02-29","2024-02-29","Lector GBA y carcasa","Hobbies","Gasto","-39.4","Sí","No",""
"2024-02-28","2024-02-28","Mueble Y Planta de ventana","Otros Casa","Gasto","-86.3","Sí","No",""
"2024-02-28","2024-02-28","Devolución de mi ahorro a mi dinero por Gattos","Ahorro","Devolución","250","Sí","No",""
"2024-02-28","2024-02-28","Devolución Gattos","Otros Casa","Devolución","120.85","Sí","No",""
"2024-02-25","2024-02-25","Carrefour","Comida Diaria","Gasto","-9.63","Sí","No",""
"2024-02-24","2024-02-24","ALDI","Comida Diaria","Gasto","-1.49","Sí","No",""
"2024-02-23","2024-02-23","Carrefour","Comida Diaria","Gasto","-4.54","Sí","No",""
"2024-02-22","2024-02-22","Pintura Chino/Primor","Hobbies","Gasto","-6.25","Sí","No",""
"2024-02-21","2024-02-21","Pago Gattos","Otros Casa","Gasto","-370.85","Sí","No",""
"2024-02-21","2024-02-21","Devolución juego VR","Videojuegos","Devolución","16.99","Sí","No",""
"2024-02-21","2024-02-21","monster","Comida Diaria","Gasto","-2","Sí","No",""
"2024-02-20","2024-02-20","Carrefour","Comida Diaria","Gasto","-8.56","Sí","No",""
"2024-02-20","2024-02-20","Mueble Y Planta de ventana","Otros Casa","Gasto","-86.3","Sí","No",""
"2024-02-19","2024-02-19","Ahorro","Ahorro","Gasto","-2.91","Sí","No",""
"2024-02-19","2024-02-19","Ahorro","Ahorro","Gasto","-405.56","Sí","No",""
"2024-02-19","2024-02-19","Reajuste","Comida Diaria","Gasto","-64.71","Sí","No",""
"2024-02-19","2024-02-19","Intereses a favor","Otros Ingresos","Ingreso","2.91","Sí","No",""
"2024-02-18","2024-02-18","Toy","Capricho","Gasto","-34.1","Sí","No",""
"2024-02-16","2024-02-16","ALDI","Comida Diaria","Gasto","-4.46","Sí","No",""
"2024-02-16","2024-02-16","TETRIS","Videojuegos","Gasto","-9","Sí","No",""
"2024-02-16","2024-02-16","11€ a Efectivo","Capricho","Gasto","-11","Sí","No",""
"2024-02-16","2024-02-16","Gasolina","Gasolina","Gasto","-63.06","Sí","No",""
"2024-02-14","2024-02-14","Traspaso a Ana para futuros pagos de 1000€","Otros Casa","Gasto","-1000","Sí","No",""
"2024-02-14","2024-02-14","Café","Regalos Hechos","Gasto","-2.4","Sí","No",""
"2024-02-14","2024-02-14","Juegos de Lego","Videojuegos","Gasto","-4.48","Sí","No",""
"2024-02-14","2024-02-14","Pago 1/2 TV","Otros Casa","Gasto","-1000","Sí","No",""
"2024-02-14","2024-02-14","Coger de Ahorro para TV","Ahorro","Devolución","2600","Sí","No",""
"2024-02-13","2024-02-13","ALDI","Regalos Hechos","Gasto","-5.33","Sí","No",""
"2024-02-13","2024-02-13","Juegos VR","Videojuegos","Gasto","-31.98","Sí","No",""
"2024-02-11","2024-02-11","ALDI","Comida Diaria","Gasto","-3.88","Sí","No",""
"2024-02-09","2024-02-09","Compartido","Otros Vida Diaria","Gasto","-98.17","Sí","No",""
"2024-02-08","2024-02-08","ingreso Ana por error","Otros Vida Diaria","Gasto","-28.15","Sí","No",""
"2024-02-08","2024-02-08","VideJ","Videojuegos","Gasto","-60","Sí","No",""
"2024-02-07","2024-02-07","Gasto","Comida Diaria","Gasto","-3.35","Sí","No",""
"2024-02-07","2024-02-07","Invitar por mi cumple","Regalos Hechos","Gasto","-38.83","Sí","No",""
"2024-02-07","2024-02-07","ALDI","Comida Diaria","Gasto","-2.99","Sí","No",""
"2024-02-06","2024-02-06","Compartido","Otros Vida Diaria","Gasto","-20","Sí","No",""
"2024-02-06","2024-02-06","ALDI","Comida Diaria","Gasto","-2.49","Sí","No",""
"2024-02-05","2024-02-05","Carrefour","Comida Diaria","Gasto","-14.95","Sí","No",""
"2024-02-04","2024-02-04","Lavado Coche","Otros Transporte","Gasto","-5.88","Sí","No",""
"2024-02-04","2024-02-04","Chino","Comida Diaria","Gasto","-5.35","Sí","No",""
"2024-02-03","2024-02-03","Comida con Ivan Y Galindo","Comida Fuera","Gasto","-19.8","Sí","No",""
"2024-02-02","2024-02-02","Chino","Comida Diaria","Gasto","-3.75","Sí","No",""
"2024-02-01","2024-02-01","Devolución Verdiago Vive","Otros Casa","Devolución","112.5","Sí","No",""
"2024-01-31","2024-01-31","Nómina Enero","Salario","Ingreso","2451.91","Sí","No",""
"2024-01-31","2024-01-31","Ahorro","Ahorro","Gasto","-1000","Sí","No",""
"2024-01-31","2024-01-31","Compartido","Otros Vida Diaria","Gasto","-488","Sí","No",""
"2024-01-31","2024-01-31","Lush","Regalos Hechos","Gasto","-22.5","Sí","No",""
"2024-01-28","2024-01-28","ALDI","Comida Diaria","Gasto","-2.38","Sí","No",""
"2024-01-27","2024-01-27","Costco","Comida Diaria","Gasto","-228.99","Sí","No",""
"2024-01-27","2024-01-27","ALDI","Hobbies","Gasto","-16.47","Sí","No",""
"2024-01-27","2024-01-27","Devolución Javi","Comida Diaria","Devolución","102","Sí","No",""
"2024-01-23","2024-01-23","Regalo Cecilia","Regalos Recibidos","Ingreso","50","Sí","No",""
"2024-01-23","2024-01-23","Regalo Papa para pesas","Regalos Recibidos","Ingreso","100","Sí","No",""
"2024-01-23","2024-01-23","Regalo Papa","Regalos Hechos","Gasto","-56","Sí","No",""
"2024-01-23","2024-01-23","Libros Chulos","Libros","Gasto","-22.5","Sí","No",""
"2024-01-22","2024-01-22","Pesas Regulables","Gimnasio","Gasto","-425","Sí","No",""
"2024-01-22","2024-01-22","Cosas de Aliexpress","Videojuegos","Gasto","-13.61","Sí","No",""
"2024-01-20","2024-01-20","Costco","Comida Diaria","Gasto","-12.99","Sí","No",""
"2024-01-17","2024-01-17","Libro Harry","Libros","Gasto","-44.41","Sí","No",""
"2024-01-15","2024-01-15","Cable Carga Rápida","Suministros de la Casa","Gasto","-6.99","Sí","No",""
"2024-01-15","2024-01-15","Multa","Otros Transporte","Gasto","-50","Sí","No",""
"2024-01-14","2024-01-14","ALDI","Comida Diaria","Gasto","-2.88","Sí","No",""
"2024-01-12","2024-01-12","Cargador y Android Auto Wireless","Otros Transporte","Gasto","-69.38","Sí","No",""
"2024-01-12","2024-01-12","Libro Harry","Libros","Gasto","-44.41","Sí","No",""
"2024-01-11","2024-01-11","Super TKL","Comida Diaria","Gasto","-1.8","Sí","No",""
"2024-01-11","2024-01-11","Devolución Streamcam","PC","Devolución","87.55","Sí","No",""
"2024-01-09","2024-01-09","Mueble Ikea","Muebles y Electrodomésticos","Gasto","-19.99","Sí","No",""
"2024-01-09","2024-01-09","Sherlock Holmes","Libros","Gasto","-2.99","Sí","No",""
"2024-01-08","2024-01-08","Mueble Ikea","Muebles y Electrodomésticos","Gasto","-19.99","Sí","No",""
"2024-01-07","2024-01-07","Repsol","Gasolina","Gasto","-61.03","Sí","No",""
"2024-01-05","2024-01-05","Multa","Otros Transporte","Gasto","-50","Sí","No",""
"2024-01-04","2024-01-04","Repsol","Gasolina","Gasto","-52.05","Sí","No",""
"2024-01-03","2024-01-03","Compartido","Otros Vida Diaria","Gasto","-650","Sí","No",""
"2024-01-03","2024-01-03","Ahorro","Ahorro","Gasto","-500","Sí","No",""
"2024-01-02","2024-01-02","ALDI","Comida Diaria","Gasto","-2.48","Sí","No",""
"2024-01-02","2024-01-02","Gimnasio","Gimnasio","Gasto","-170","Sí","No",""
"2024-01-01","2024-01-01","Verdiago Vive","Otros Casa","Gasto","-480","Sí","No",""
"2024-01-01","2024-01-01","Gasolina","Otros Vida Diaria","Gasto","-34.58","Sí","No",""
